Source.Name,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
season-0910,18/04/2010,Real Madrid,Valencia,2,0,H,1,0,H,24,9,11,3,16,16,2,7,2,3,0,0
season-0910,18/04/2010,Tenerife,Getafe,3,2,H,1,1,D,19,14,4,7,13,19,7,3,2,4,0,0
season-0910,18/04/2010,Xerez,Santander,2,2,D,1,1,D,11,14,4,7,16,13,5,13,1,2,0,0
season-0910,19/04/2010,Mallorca,Osasuna,2,0,H,1,0,H,15,12,8,4,14,15,5,9,1,3,0,0
season-0910,24/04/2010,Barcelona,Xerez,3,1,H,2,1,H,14,8,7,4,17,17,3,6,1,9,0,2
season-0910,24/04/2010,Valencia,La Coruna,1,0,H,1,0,H,12,9,6,1,17,11,12,2,3,3,1,0
season-0910,24/04/2010,Zaragoza,Real Madrid,1,2,A,0,0,D,7,19,2,12,21,22,1,7,3,4,1,0
season-0910,25/04/2010,Almeria,Espanol,0,1,A,0,0,D,13,16,2,6,17,15,10,2,4,4,0,1
season-0910,25/04/2010,Ath Madrid,Tenerife,3,1,H,2,0,H,26,14,11,3,10,14,9,7,1,2,0,0
season-0910,25/04/2010,Getafe,Sevilla,4,3,H,1,2,A,20,10,9,6,11,16,10,3,6,3,0,1
season-0910,25/04/2010,Mallorca,Malaga,1,1,D,0,0,D,24,14,7,8,19,20,8,6,2,5,0,1
season-0910,25/04/2010,Santander,Villarreal,1,2,A,1,0,H,10,22,6,11,21,10,4,9,7,4,0,0
season-0910,25/04/2010,Sp Gijon,Valladolid,0,2,A,0,0,D,8,12,1,6,24,17,3,1,2,3,1,1
season-0910,26/04/2010,Osasuna,Ath Bilbao,0,0,D,0,0,D,12,8,3,5,15,12,5,6,1,1,0,0
season-0910,01/05/2010,Espanol,Valencia,0,2,A,0,0,D,9,15,2,6,14,19,6,10,3,0,0,0
season-0910,01/05/2010,La Coruna,Zaragoza,0,1,A,0,0,D,7,7,4,1,20,11,4,6,3,2,0,0
season-0910,01/05/2010,Malaga,Sp Gijon,1,1,D,0,1,A,19,7,6,1,14,18,15,5,3,8,0,0
season-0910,01/05/2010,Tenerife,Santander,2,1,H,1,0,H,20,7,11,2,15,23,5,2,0,4,0,0
season-0910,01/05/2010,Valladolid,Getafe,0,0,D,0,0,D,13,4,3,2,14,21,5,6,2,3,0,1
season-0910,01/05/2010,Villarreal,Barcelona,1,4,A,0,3,A,8,15,2,6,23,11,4,4,3,3,0,0
season-0910,01/05/2010,Xerez,Almeria,2,1,H,1,1,D,11,18,2,3,8,17,4,6,2,4,1,1
season-0910,02/05/2010,Ath Bilbao,Mallorca,1,3,A,1,1,D,13,18,4,6,14,21,6,7,1,4,0,0
season-0910,02/05/2010,Real Madrid,Osasuna,3,2,H,2,2,D,31,17,12,6,13,15,11,3,1,1,0,0
season-0910,02/05/2010,Sevilla,Ath Madrid,3,1,H,3,1,H,12,13,8,3,19,16,12,1,1,3,0,0
season-0910,04/05/2010,Almeria,Villarreal,4,2,H,3,0,H,11,16,4,9,18,8,7,1,4,1,1,1
season-0910,04/05/2010,Barcelona,Tenerife,4,1,H,1,1,D,21,4,8,2,5,21,9,2,0,3,0,0
season-0910,04/05/2010,Getafe,Sp Gijon,1,1,D,0,1,A,16,14,8,4,6,13,11,8,0,0,0,0
season-0910,04/05/2010,Valencia,Xerez,3,1,H,1,1,D,22,7,6,3,12,15,8,0,3,0,0,1
season-0910,05/05/2010,Ath Bilbao,Malaga,1,1,D,1,1,D,15,18,6,5,14,20,8,9,2,7,0,0
season-0910,05/05/2010,Ath Madrid,Valladolid,3,1,H,1,0,H,15,24,8,7,17,14,7,4,0,2,0,0
season-0910,05/05/2010,Mallorca,Real Madrid,1,4,A,1,1,D,6,14,4,9,21,12,4,4,4,2,0,0
season-0910,05/05/2010,Osasuna,La Coruna,3,1,H,3,1,H,13,9,5,3,14,6,2,3,3,0,0,0
season-0910,05/05/2010,Santander,Sevilla,1,5,A,0,2,A,11,17,4,8,15,17,4,8,2,1,1,0
season-0910,05/05/2010,Zaragoza,Espanol,1,0,H,0,0,D,11,7,3,3,21,16,1,5,2,3,0,1
season-0910,08/05/2010,Espanol,Osasuna,2,1,H,0,1,A,13,11,8,2,4,14,5,5,3,1,0,0
season-0910,08/05/2010,Getafe,Malaga,2,1,H,1,0,H,9,5,5,2,10,12,4,3,3,1,0,0
season-0910,08/05/2010,La Coruna,Mallorca,1,0,H,0,0,D,12,18,2,2,15,17,3,5,1,3,0,0
season-0910,08/05/2010,Real Madrid,Ath Bilbao,5,1,H,1,1,D,34,6,15,4,13,14,9,1,3,2,0,1
season-0910,08/05/2010,Sevilla,Barcelona,2,3,A,0,2,A,7,18,5,7,23,15,2,4,4,6,1,0
season-0910,08/05/2010,Sp Gijon,Ath Madrid,1,1,D,0,0,D,4,4,1,1,9,8,5,3,2,1,0,0
season-0910,08/05/2010,Tenerife,Almeria,2,2,D,1,1,D,17,9,7,5,15,6,9,3,2,2,0,0
season-0910,08/05/2010,Valladolid,Santander,2,1,H,0,1,A,12,5,4,3,13,19,6,4,1,2,1,1
season-0910,08/05/2010,Villarreal,Valencia,2,0,H,2,0,H,8,8,5,4,8,21,4,4,3,6,2,0
season-0910,08/05/2010,Xerez,Zaragoza,3,2,H,1,0,H,9,14,6,7,16,15,2,4,3,3,0,1
season-0910,15/05/2010,Almeria,Sevilla,2,3,A,1,1,D,14,11,5,5,16,14,4,8,3,4,0,1
season-0910,15/05/2010,Ath Bilbao,La Coruna,2,0,H,1,0,H,19,13,5,5,16,13,12,0,0,0,0,0
season-0910,15/05/2010,Ath Madrid,Getafe,0,3,A,0,1,A,9,11,4,8,16,13,3,3,1,2,0,0
season-0910,15/05/2010,Mallorca,Espanol,2,0,H,1,0,H,13,8,4,3,18,11,7,2,3,2,0,0
season-0910,15/05/2010,Zaragoza,Villarreal,3,3,D,3,1,H,10,20,6,13,21,8,3,7,6,3,0,0
season-0910,16/05/2010,Barcelona,Valladolid,4,0,H,2,0,H,14,10,7,4,17,20,7,5,1,3,0,0
season-0910,16/05/2010,Malaga,Real Madrid,1,1,D,1,0,H,8,19,3,9,24,19,2,5,4,4,1,0
season-0910,16/05/2010,Osasuna,Xerez,1,1,D,0,0,D,9,17,4,6,9,11,5,7,0,0,0,1
season-0910,16/05/2010,Santander,Sp Gijon,2,0,H,1,0,H,23,8,8,4,15,8,12,0,0,0,0,0
season-0910,16/05/2010,Valencia,Tenerife,1,0,H,0,0,D,20,11,8,2,13,13,13,6,1,1,0,0
season-1011,28/08/2010,Hercules,Ath Bilbao,0,1,A,0,0,D,9,14,3,5,15,18,10,1,2,4,1,0
season-1011,28/08/2010,Levante,Sevilla,1,4,A,1,2,A,7,14,4,8,20,22,4,2,4,4,0,0
season-1011,28/08/2010,Malaga,Valencia,1,3,A,1,1,D,19,21,5,8,16,15,7,10,2,5,0,0
season-1011,29/08/2010,Espanol,Getafe,3,1,H,1,0,H,17,13,8,1,17,9,8,4,3,4,0,0
season-1011,29/08/2010,La Coruna,Zaragoza,0,0,D,0,0,D,8,8,2,3,16,19,4,6,0,1,0,0
season-1011,29/08/2010,Mallorca,Real Madrid,0,0,D,0,0,D,7,16,2,5,16,15,1,4,2,2,0,0
season-1011,29/08/2010,Osasuna,Almeria,0,0,D,0,0,D,13,3,2,0,22,18,9,3,4,1,0,1
season-1011,29/08/2010,Santander,Barcelona,0,3,A,0,2,A,11,9,7,5,21,14,6,5,4,1,0,0
season-1011,29/08/2010,Sociedad,Villarreal,1,0,H,0,0,D,10,23,3,5,15,21,7,4,3,3,0,0
season-1011,30/08/2010,Ath Madrid,Sp Gijon,4,0,H,2,0,H,16,18,7,8,13,22,2,3,3,3,0,0
season-1011,11/09/2010,Ath Bilbao,Ath Madrid,1,2,A,0,1,A,18,11,3,5,22,13,6,1,4,5,0,0
season-1011,11/09/2010,Barcelona,Hercules,0,2,A,0,1,A,17,9,9,7,7,8,14,2,2,2,0,0
season-1011,11/09/2010,Real Madrid,Osasuna,1,0,H,0,0,D,25,4,7,1,20,27,9,3,2,2,0,0
season-1011,11/09/2010,Valencia,Santander,1,0,H,1,0,H,14,15,5,7,19,15,6,8,4,2,0,0
season-1011,12/09/2010,Getafe,Levante,4,1,H,2,1,H,21,7,10,2,19,14,13,7,3,4,0,0
season-1011,12/09/2010,Sevilla,La Coruna,0,0,D,0,0,D,26,12,10,2,9,12,8,5,3,3,0,0
season-1011,12/09/2010,Sp Gijon,Mallorca,2,0,H,0,0,D,12,9,6,1,19,11,2,2,2,2,0,1
season-1011,12/09/2010,Villarreal,Espanol,4,0,H,2,0,H,11,15,5,5,16,19,3,8,6,6,0,1
season-1011,12/09/2010,Zaragoza,Malaga,3,5,A,1,5,A,32,12,10,8,11,13,10,1,2,2,0,0
season-1011,13/09/2010,Almeria,Sociedad,2,2,D,1,2,A,18,15,7,6,17,13,6,4,4,2,0,0
season-1011,18/09/2010,Espanol,Almeria,1,0,H,0,0,D,13,4,4,1,23,12,7,2,3,3,0,0
season-1011,18/09/2010,Mallorca,Osasuna,2,0,H,1,0,H,13,12,5,4,8,20,6,5,0,2,0,0
season-1011,18/09/2010,Sociedad,Real Madrid,1,2,A,0,0,D,10,22,1,10,13,15,8,3,1,2,0,0
season-1011,18/09/2010,Sp Gijon,Ath Bilbao,2,2,D,2,1,H,10,17,5,7,15,13,5,6,3,3,0,0
season-1011,19/09/2010,Ath Madrid,Barcelona,1,2,A,1,2,A,7,16,4,8,21,15,6,6,4,5,1,0
season-1011,19/09/2010,Hercules,Valencia,1,2,A,1,2,A,13,8,7,4,12,12,5,1,2,4,0,1
season-1011,19/09/2010,Levante,Villarreal,1,2,A,0,2,A,15,8,2,5,9,17,6,2,1,1,0,0
season-1011,19/09/2010,Malaga,Sevilla,1,2,A,1,2,A,8,19,5,6,13,22,3,8,2,6,0,0
season-1011,19/09/2010,Santander,Zaragoza,2,0,H,0,0,D,8,7,4,1,14,22,3,2,1,4,0,0
season-1011,20/09/2010,La Coruna,Getafe,2,2,D,0,1,A,26,12,11,2,7,13,5,7,1,4,0,1
season-1011,21/09/2010,Ath Bilbao,Mallorca,3,0,H,1,0,H,12,15,6,3,22,12,9,3,1,0,0,0
season-1011,21/09/2010,Osasuna,Sociedad,3,1,H,2,1,H,17,8,5,2,22,10,7,5,3,2,0,0
season-1011,21/09/2010,Real Madrid,Espanol,3,0,H,1,0,H,20,9,7,3,15,11,8,5,2,2,1,2
season-1011,22/09/2010,Almeria,Levante,0,1,A,0,1,A,19,6,5,2,10,12,6,5,4,2,0,0
season-1011,22/09/2010,Barcelona,Sp Gijon,1,0,H,0,0,D,16,3,5,0,14,15,8,4,2,5,0,0
season-1011,22/09/2010,Valencia,Ath Madrid,1,1,D,0,1,A,16,6,4,2,15,17,13,2,5,3,0,0
season-1011,22/09/2010,Zaragoza,Hercules,0,0,D,0,0,D,20,5,5,4,22,17,8,2,4,2,0,0
season-1011,23/09/2010,Getafe,Malaga,0,2,A,0,0,D,24,15,7,5,21,16,10,4,1,3,1,1
season-1011,23/09/2010,Sevilla,Santander,1,1,D,1,0,H,14,13,4,4,14,13,9,5,0,2,0,0
season-1011,23/09/2010,Villarreal,La Coruna,1,0,H,1,0,H,19,14,8,4,13,17,4,1,2,3,0,0
season-1011,25/09/2010,Ath Bilbao,Barcelona,1,3,A,0,0,D,11,25,4,10,8,8,1,8,1,1,1,1
season-1011,25/09/2010,Levante,Real Madrid,0,0,D,0,0,D,4,25,0,6,15,11,2,6,5,2,0,0
season-1011,25/09/2010,Sp Gijon,Valencia,0,2,A,0,2,A,10,8,1,5,19,13,6,2,3,0,0,0
season-1011,26/09/2010,Ath Madrid,Zaragoza,1,0,H,1,0,H,12,19,4,6,15,18,5,3,7,3,1,0
season-1011,26/09/2010,Espanol,Osasuna,1,0,H,1,0,H,26,7,7,2,9,15,8,6,2,2,0,1
season-1011,26/09/2010,Hercules,Sevilla,2,0,H,2,0,H,7,15,3,5,22,14,3,1,2,1,0,0
season-1011,26/09/2010,La Coruna,Almeria,0,2,A,0,2,A,15,15,7,6,20,11,6,4,2,2,1,0
season-1011,26/09/2010,Mallorca,Sociedad,2,0,H,1,0,H,15,13,6,3,17,10,7,7,2,2,0,0
season-1011,26/09/2010,Santander,Getafe,0,1,A,0,1,A,15,9,5,2,22,14,4,6,4,3,1,0
season-1011,27/09/2010,Malaga,Villarreal,2,3,A,2,3,A,9,19,3,8,14,16,4,5,1,4,1,0
season-1011,02/10/2010,Sociedad,Espanol,1,0,H,0,0,D,18,18,4,9,13,18,8,6,1,4,0,0
season-1011,02/10/2010,Valencia,Ath Bilbao,2,1,H,1,0,H,18,13,6,2,17,13,6,5,3,2,0,0
season-1011,02/10/2010,Zaragoza,Sp Gijon,2,2,D,0,1,A,9,18,4,5,16,16,3,8,2,3,1,0
season-1011,03/10/2010,Almeria,Malaga,1,1,D,0,0,D,26,11,7,4,14,12,7,5,2,5,0,1
season-1011,03/10/2010,Barcelona,Mallorca,1,1,D,1,1,D,26,11,10,2,7,15,13,6,0,6,0,0
season-1011,03/10/2010,Getafe,Hercules,3,0,H,2,0,H,20,9,7,1,17,14,3,5,4,2,0,1
season-1011,03/10/2010,Osasuna,Levante,1,1,D,0,0,D,18,7,8,2,14,13,4,3,4,2,0,0
season-1011,03/10/2010,Real Madrid,La Coruna,6,1,H,3,0,H,17,8,8,3,7,6,4,1,0,1,0,0
season-1011,03/10/2010,Sevilla,Ath Madrid,3,1,H,2,0,H,18,9,10,4,16,17,6,9,4,3,0,0
season-1011,03/10/2010,Villarreal,Santander,2,0,H,2,0,H,16,19,10,4,10,17,6,8,1,0,0,0
season-1011,16/10/2010,Ath Madrid,Getafe,2,0,H,1,0,H,11,15,3,8,21,16,2,8,2,4,0,0
season-1011,16/10/2010,Barcelona,Valencia,2,1,H,0,1,A,12,8,8,2,9,9,7,6,2,4,0,0
season-1011,16/10/2010,Malaga,Real Madrid,1,4,A,0,2,A,9,21,1,7,10,18,4,7,4,3,0,0
season-1011,17/10/2010,Ath Bilbao,Zaragoza,2,1,H,2,0,H,16,16,7,3,19,19,5,5,3,4,0,1
season-1011,17/10/2010,La Coruna,Osasuna,0,0,D,0,0,D,23,8,10,2,18,19,12,2,3,1,0,1
season-1011,17/10/2010,Levante,Sociedad,2,1,H,0,0,D,13,10,3,5,14,19,9,4,3,3,0,0
season-1011,17/10/2010,Mallorca,Espanol,0,1,A,0,1,A,12,14,1,7,14,18,6,4,3,3,0,1
season-1011,17/10/2010,Santander,Almeria,1,0,H,1,0,H,25,9,14,4,22,7,8,5,3,1,0,0
season-1011,17/10/2010,Sp Gijon,Sevilla,2,0,H,1,0,H,14,18,7,4,20,7,8,5,6,2,0,0
season-1011,18/10/2010,Hercules,Villarreal,2,2,D,2,1,H,9,23,5,9,8,22,4,2,5,3,1,2
season-1011,23/10/2010,Real Madrid,Santander,6,1,H,3,0,H,16,13,10,3,16,13,4,4,2,2,0,0
season-1011,23/10/2010,Valencia,Mallorca,1,2,A,1,2,A,13,14,5,6,17,17,11,2,6,4,0,0
season-1011,23/10/2010,Zaragoza,Barcelona,0,2,A,0,1,A,5,20,4,10,21,12,5,3,4,1,1,0
season-1011,24/10/2010,Almeria,Hercules,1,1,D,0,1,A,13,9,8,4,15,11,8,6,2,3,0,0
season-1011,24/10/2010,Espanol,Levante,2,1,H,1,0,H,14,12,3,2,15,14,6,3,5,6,0,1
season-1011,24/10/2010,Getafe,Sp Gijon,3,0,H,1,0,H,15,10,6,3,10,13,4,2,1,2,0,0
season-1011,24/10/2010,Osasuna,Malaga,3,0,H,2,0,H,14,8,8,0,13,17,4,4,1,3,0,0
season-1011,24/10/2010,Sevilla,Ath Bilbao,4,3,H,2,0,H,14,17,9,9,10,18,5,7,3,5,1,0
season-1011,24/10/2010,Villarreal,Ath Madrid,2,0,H,1,0,H,10,11,5,2,15,15,2,3,1,3,0,0
season-1011,25/10/2010,Sociedad,La Coruna,3,0,H,1,0,H,9,8,7,2,18,14,4,3,1,2,0,0
season-1011,30/10/2010,Barcelona,Sevilla,5,0,H,2,0,H,18,3,9,1,13,11,11,1,1,2,0,1
season-1011,30/10/2010,Hercules,Real Madrid,1,3,A,1,0,H,7,25,2,10,6,9,3,6,0,3,0,0
season-1011,30/10/2010,Valencia,Zaragoza,1,1,D,1,1,D,15,10,2,3,20,21,7,4,3,3,0,1
season-1011,31/10/2010,Ath Bilbao,Getafe,3,0,H,2,0,H,20,10,7,2,14,15,6,4,2,5,0,0
season-1011,31/10/2010,Ath Madrid,Almeria,1,1,D,1,1,D,28,10,11,3,15,13,12,3,3,2,0,0
season-1011,31/10/2010,La Coruna,Espanol,3,0,H,1,0,H,11,11,4,4,17,14,5,4,2,3,0,0
season-1011,31/10/2010,Malaga,Sociedad,1,2,A,0,1,A,16,12,6,2,18,17,1,5,1,3,0,0
season-1011,31/10/2010,Santander,Osasuna,4,1,H,2,0,H,17,12,7,4,18,14,5,5,2,3,0,0
season-1011,31/10/2010,Sp Gijon,Villarreal,1,1,D,0,0,D,12,10,5,4,20,11,2,4,5,2,0,1
season-1011,01/11/2010,Mallorca,Levante,2,1,H,0,1,A,22,13,6,3,14,15,5,3,2,2,0,0
season-1011,06/11/2010,Espanol,Malaga,1,0,H,1,0,H,15,11,6,3,20,18,5,5,2,3,0,0
season-1011,06/11/2010,Sociedad,Santander,1,0,H,1,0,H,11,13,4,3,15,18,5,6,1,6,0,0
season-1011,07/11/2010,Almeria,Sp Gijon,1,1,D,1,0,H,9,14,3,3,16,12,5,10,5,2,0,0
season-1011,07/11/2010,Getafe,Barcelona,1,3,A,0,2,A,12,14,5,8,10,9,5,3,3,1,1,1
season-1011,07/11/2010,Levante,La Coruna,1,2,A,0,1,A,11,11,2,6,14,10,11,4,2,2,0,0
season-1011,07/11/2010,Osasuna,Hercules,3,0,H,1,0,H,16,8,5,1,18,16,4,3,1,4,0,0
season-1011,07/11/2010,Real Madrid,Ath Madrid,2,0,H,2,0,H,22,18,13,3,13,14,3,7,2,2,0,0
season-1011,07/11/2010,Villarreal,Ath Bilbao,4,1,H,2,1,H,23,7,9,4,13,27,7,3,4,3,0,1
season-1011,07/11/2010,Zaragoza,Mallorca,3,2,H,0,1,A,22,8,3,4,10,20,11,3,4,6,0,0
season-1011,08/11/2010,Sevilla,Valencia,2,0,H,0,0,D,22,12,10,6,11,12,7,2,1,0,0,1
season-1011,13/11/2010,Ath Bilbao,Almeria,1,0,H,1,0,H,13,8,4,3,18,15,9,2,2,3,2,0
season-1011,13/11/2010,Ath Madrid,Osasuna,3,0,H,2,0,H,24,14,7,5,11,17,8,3,1,1,0,1
season-1011,13/11/2010,Barcelona,Villarreal,3,1,H,1,1,D,15,9,5,2,22,19,4,4,2,3,0,0
season-1011,14/11/2010,Hercules,Sociedad,2,1,H,0,1,A,14,18,5,1,19,12,6,7,1,2,0,0
season-1011,14/11/2010,Malaga,Levante,1,0,H,0,0,D,11,12,7,2,15,15,5,8,3,5,0,0
season-1011,14/11/2010,Mallorca,La Coruna,0,0,D,0,0,D,13,8,4,4,9,13,8,1,2,1,0,0
season-1011,14/11/2010,Santander,Espanol,0,0,D,0,0,D,10,8,4,3,22,12,5,5,2,3,0,0
season-1011,14/11/2010,Sp Gijon,Real Madrid,0,1,A,0,0,D,10,12,3,5,19,7,2,9,5,2,1,0
season-1011,14/11/2010,Valencia,Getafe,2,0,H,1,0,H,14,8,4,3,22,9,7,5,3,3,0,0
season-1011,14/11/2010,Zaragoza,Sevilla,1,2,A,0,1,A,15,2,2,2,21,26,7,3,5,4,0,1
season-1011,20/11/2010,Almeria,Barcelona,0,8,A,0,5,A,9,18,2,13,10,7,6,5,2,1,0,0
season-1011,20/11/2010,Real Madrid,Ath Bilbao,5,1,H,2,1,H,16,14,6,6,10,15,4,6,2,2,0,0
season-1011,20/11/2010,Villarreal,Valencia,1,1,D,0,1,A,18,8,6,2,9,28,1,4,3,7,0,1
season-1011,21/11/2010,Espanol,Hercules,3,0,H,1,0,H,7,12,5,5,25,19,1,6,3,1,0,1
season-1011,21/11/2010,La Coruna,Malaga,3,0,H,2,0,H,8,13,3,4,18,11,6,12,3,2,0,0
season-1011,21/11/2010,Levante,Santander,3,1,H,3,0,H,18,15,10,4,22,17,6,1,2,3,0,1
season-1011,21/11/2010,Osasuna,Sp Gijon,1,0,H,0,0,D,13,9,2,0,22,20,5,6,4,2,0,0
season-1011,21/11/2010,Sevilla,Mallorca,1,2,A,0,1,A,11,17,2,8,8,12,2,1,2,1,0,0
season-1011,21/11/2010,Sociedad,Ath Madrid,2,4,A,1,0,H,10,23,4,8,21,15,4,8,3,2,0,0
season-1011,22/11/2010,Getafe,Zaragoza,1,1,D,0,1,A,21,10,3,4,16,13,10,1,3,2,0,1
season-1011,27/11/2010,Ath Madrid,Espanol,2,3,A,1,1,D,23,15,10,6,19,23,10,4,3,6,0,0
season-1011,27/11/2010,Sevilla,Getafe,1,3,A,1,0,H,17,13,6,6,16,18,10,6,3,1,0,0
season-1011,27/11/2010,Zaragoza,Villarreal,0,3,A,0,2,A,13,14,4,6,15,8,4,1,4,2,1,0
season-1011,28/11/2010,Ath Bilbao,Osasuna,1,0,H,0,0,D,15,11,5,3,12,16,6,8,3,2,0,0
season-1011,28/11/2010,Hercules,Levante,3,1,H,1,1,D,18,9,10,5,17,16,6,4,2,4,0,0
season-1011,28/11/2010,Mallorca,Malaga,2,0,H,0,0,D,12,14,6,5,17,13,2,6,3,1,0,0
season-1011,28/11/2010,Santander,La Coruna,1,0,H,0,0,D,11,4,6,0,10,12,7,2,1,1,0,0
season-1011,28/11/2010,Sp Gijon,Sociedad,1,3,A,1,2,A,9,12,3,6,31,27,8,3,5,3,0,0
season-1011,28/11/2010,Valencia,Almeria,2,1,H,1,0,H,11,10,6,3,24,12,8,7,2,3,0,0
season-1011,29/11/2010,Barcelona,Real Madrid,5,0,H,2,0,H,15,5,6,2,12,16,3,6,5,7,0,1
season-1011,04/12/2010,Levante,Ath Madrid,2,0,H,1,0,H,18,15,8,5,20,14,5,3,5,5,0,0
season-1011,04/12/2010,Osasuna,Barcelona,0,3,A,0,1,A,4,16,2,8,23,7,3,5,3,0,0,0
season-1011,04/12/2010,Real Madrid,Valencia,2,0,H,0,0,D,19,15,11,4,22,22,12,7,3,4,0,1
season-1011,05/12/2010,Almeria,Zaragoza,1,1,D,0,0,D,15,17,5,6,10,9,7,6,2,0,0,0
season-1011,05/12/2010,Espanol,Sp Gijon,1,0,H,0,0,D,7,13,2,2,15,13,1,6,2,5,1,0
season-1011,05/12/2010,Getafe,Mallorca,3,0,H,2,0,H,12,17,7,3,9,9,8,7,1,0,0,0
season-1011,05/12/2010,Malaga,Santander,4,1,H,2,1,H,18,11,6,4,10,10,6,4,1,0,0,0
season-1011,05/12/2010,Sociedad,Ath Bilbao,2,0,H,1,0,H,7,22,2,3,15,18,2,11,2,1,0,0
season-1011,05/12/2010,Villarreal,Sevilla,1,0,H,1,0,H,11,8,4,3,16,22,9,3,3,3,0,0
season-1011,06/12/2010,La Coruna,Hercules,1,0,H,0,0,D,12,7,4,1,14,12,3,3,2,4,0,0
season-1011,11/12/2010,Ath Madrid,La Coruna,2,0,H,2,0,H,20,5,7,0,9,12,11,6,1,3,0,0
season-1011,11/12/2010,Getafe,Villarreal,1,0,H,0,0,D,9,14,3,7,21,18,3,5,3,1,2,0
season-1011,11/12/2010,Sevilla,Almeria,1,3,A,0,0,D,19,16,8,9,20,21,10,6,2,3,1,0
season-1011,12/12/2010,Ath Bilbao,Espanol,2,1,H,0,1,A,16,11,7,6,20,13,4,7,3,4,0,0
season-1011,12/12/2010,Barcelona,Sociedad,5,0,H,2,0,H,21,2,9,0,9,9,11,2,1,0,0,0
season-1011,12/12/2010,Hercules,Malaga,4,1,H,0,1,A,19,8,7,5,10,22,5,3,5,4,0,0
season-1011,12/12/2010,Mallorca,Santander,0,1,A,0,0,D,14,10,4,3,9,13,6,3,1,0,0,0
season-1011,12/12/2010,Sp Gijon,Levante,1,1,D,0,0,D,15,4,5,1,20,16,13,3,2,5,0,0
season-1011,12/12/2010,Zaragoza,Real Madrid,1,3,A,0,2,A,6,20,3,7,13,14,5,5,3,4,0,0
season-1011,13/12/2010,Valencia,Osasuna,3,3,D,3,1,H,12,16,9,4,18,18,5,9,1,4,0,0
season-1011,18/12/2010,Espanol,Barcelona,1,5,A,0,2,A,7,19,5,10,20,15,2,7,5,3,0,0
season-1011,18/12/2010,La Coruna,Sp Gijon,1,1,D,1,0,H,12,10,6,3,10,13,3,9,4,3,0,0
season-1011,18/12/2010,Levante,Ath Bilbao,1,2,A,1,1,D,15,9,2,6,16,19,12,4,2,4,0,0
season-1011,18/12/2010,Sociedad,Valencia,1,2,A,1,1,D,12,15,2,5,10,11,7,7,3,4,0,0
season-1011,18/12/2010,Villarreal,Mallorca,3,1,H,2,1,H,14,7,7,2,8,25,3,3,1,5,0,0
season-1011,19/12/2010,Almeria,Getafe,2,3,A,2,1,H,16,22,5,9,15,12,9,10,3,4,0,0
season-1011,19/12/2010,Malaga,Ath Madrid,0,3,A,0,1,A,12,11,3,6,21,19,3,3,2,2,0,0
season-1011,19/12/2010,Osasuna,Zaragoza,0,0,D,0,0,D,15,10,5,1,11,18,13,2,2,2,0,0
season-1011,19/12/2010,Real Madrid,Sevilla,1,0,H,0,0,D,10,5,5,2,22,18,8,3,6,3,1,1
season-1011,20/12/2010,Santander,Hercules,0,0,D,0,0,D,8,8,2,3,20,15,4,9,3,2,0,0
season-1011,02/01/2011,Ath Bilbao,La Coruna,1,2,A,0,1,A,21,7,7,3,18,17,9,1,1,2,2,1
season-1011,02/01/2011,Barcelona,Levante,2,1,H,0,0,D,22,4,10,2,16,13,12,1,4,2,0,0
season-1011,02/01/2011,Sevilla,Osasuna,1,0,H,1,0,H,13,7,5,3,17,22,8,6,1,5,0,0
season-1011,02/01/2011,Sp Gijon,Malaga,1,2,A,1,1,D,14,6,6,5,16,20,2,3,5,3,0,0
season-1011,02/01/2011,Valencia,Espanol,2,1,H,1,1,D,13,15,8,2,17,14,6,4,2,3,1,0
season-1011,03/01/2011,Ath Madrid,Santander,0,0,D,0,0,D,13,9,5,3,15,11,10,0,2,1,0,0
season-1011,03/01/2011,Getafe,Real Madrid,2,3,A,1,2,A,12,15,5,5,16,20,3,2,5,3,0,1
season-1011,03/01/2011,Mallorca,Hercules,3,0,H,2,0,H,20,11,10,3,7,7,4,12,1,4,0,0
season-1011,03/01/2011,Villarreal,Almeria,2,0,H,1,0,H,16,11,10,2,16,18,4,0,1,4,0,0
season-1011,03/01/2011,Zaragoza,Sociedad,2,1,H,1,1,D,24,8,9,2,17,16,9,4,3,1,0,0
season-1011,08/01/2011,La Coruna,Barcelona,0,4,A,0,1,A,7,8,1,5,8,7,4,7,1,0,0,0
season-1011,08/01/2011,Malaga,Ath Bilbao,1,1,D,0,0,D,12,13,3,6,15,19,8,5,4,3,0,0
season-1011,08/01/2011,Sociedad,Sevilla,2,3,A,2,1,H,14,17,8,5,12,13,5,7,2,1,0,0
season-1011,09/01/2011,Espanol,Zaragoza,4,0,H,3,0,H,11,13,6,4,12,21,3,3,2,4,0,0
season-1011,09/01/2011,Levante,Valencia,0,1,A,0,0,D,13,16,2,6,14,14,6,3,4,1,0,0
season-1011,09/01/2011,Mallorca,Almeria,4,1,H,2,0,H,18,10,9,2,14,9,8,9,2,1,0,0
season-1011,09/01/2011,Osasuna,Getafe,0,0,D,0,0,D,15,18,3,7,15,10,6,11,4,1,0,0
season-1011,09/01/2011,Real Madrid,Villarreal,4,2,H,2,2,D,15,12,7,3,20,8,6,3,3,4,0,0
